Share Names,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover in Lacs,Deliverable Qty,% Dly Qt to Traded Qty
Share25,5-May-17,1534.8,1542.1,1542.9,1526.3,1531,1532.2,1531.86,689474,1056176851,20311,46.71
Share25,8-May-17,1532.2,1538,1540,1528.55,1532.6,1534.8,1533.56,936813,1436656655,35872,64.4
Share25,9-May-17,1534.8,1534.8,1545.6,1532.65,1533.9,1535.75,1537.87,836459,1286367998,25182,71.22
Share25,10-May-17,1535.75,1540,1555,1537.05,1554,1551.8,1548.16,585561,906540275.6,11399,52.61
Share25,11-May-17,1551.8,1551,1560,1541,1543,1546.4,1551.42,968936,1503227835,26482,64.9
Share25,12-May-17,1546.4,1545.9,1556.9,1536.2,1554,1551.65,1542.32,1536901,2370390261,18358,64.78
Share25,15-May-17,1551.65,1550,1557.2,1542.25,1553,1553.4,1550.73,701195,1087367600,15104,44.11
Share26,2-May-17,205.15,206.9,208.8,200.8,206,204.55,204.88,1039728,213018030.9,7527,40.62
Share26,3-May-17,204.55,205.5,210.05,203.3,205.75,206.05,207.41,2311827,479490411.5,14587,44.93
Share26,4-May-17,206.05,206.2,208.5,204.5,207.35,207.15,207.08,679535,140717855.5,6255,29.95
Share26,5-May-17,207.15,205.95,207.95,198.2,201,201.35,202.5,899439,182139249.4,7050,30.97
Share26,8-May-17,201.35,202.15,204.9,199.65,204.15,204.2,202.81,489710,99316955.4,3294,42.63
Share26,9-May-17,204.2,204.85,208,202,202,203.15,205.15,2518137,516605275.7,9553,53.86
Share26,10-May-17,203.15,203.95,207.9,201.25,203.2,203.75,204.51,1764730,360904623.4,12174,33.87
Share26,11-May-17,203.75,204.7,206.9,203.1,203.5,204,204.5,2466901,504470212.7,7112,67.14
Share26,12-May-17,204,205,206,196.75,197.95,198.35,201.42,1258544,253498604,8123,43.05
Share26,15-May-17,198.35,199.9,200,192.1,194.2,193.55,194.91,1100044,214409148.5,9118,27.44
Share27,2-May-17,1444.95,1454,1455,1440.15,1450,1445.8,1447.08,955073,1382069046,49361,79.33
Share27,3-May-17,1445.8,1449.9,1451.45,1429,1435.9,1438.45,1438.49,635349,913941465.4,24419,62.81
Share27,4-May-17,1438.45,1446,1446,1410.1,1426,1420.25,1420.66,1452308,2063233369,55476,67.31
Share27,5-May-17,1420.25,1429.95,1429.95,1403.7,1409,1408.05,1412.08,1878351,2652390040,41027,83.21
Share27,8-May-17,1408.05,1406.5,1434.8,1401.8,1434.8,1424.85,1411.07,1600519,2258442404,35181,83.71
Share27,9-May-17,1424.85,1432,1432,1415.55,1422.9,1420.9,1422.73,781989,1112558476,16439,81.2
Share27,10-May-17,1420.9,1425.4,1435,1419.3,1432,1431.9,1427.81,420102,599827479.9,22042,61.97
Share27,11-May-17,1431.9,1438,1438,1420,1420.3,1426.3,1426.68,839412,1197576229,22359,84.26
Share27,12-May-17,1426.3,1424.8,1424.8,1404.5,1413,1411.75,1416.72,602647,853781090.2,22407,59.34
Share27,15-May-17,1411.75,1414.2,1422.6,1403.4,1420,1416.2,1415.45,949033,1343311085,38809,62.56
Share28,2-May-17,918.95,924,926.4,915.1,923.15,922.6,921.65,1615563,1488984260,85885,67.15
Share28,3-May-17,922.6,926.5,939.1,917.65,934,934.3,932.19,2329724,2171737625,74214,49.08
Share28,4-May-17,934.3,937,939.65,928.9,936,937.65,935.94,2639903,2470785901,104986,70.9
Share28,5-May-17,937.65,936,937.35,920,930,931.5,927.04,2216394,2054687486,108343,63.41
Share28,8-May-17,931.5,938,948.55,932,943.1,945.5,940.67,2353549,2213917286,99288,76.57
Share28,9-May-17,945.5,950.6,951.95,942.1,946.95,946.65,947.01,2824686,2675013934,97850,77.5
Share28,10-May-17,946.65,947.15,950,937.15,945.3,943.65,943.23,1682151,1586652710,54391,70.91
Share28,11-May-17,943.65,946.85,949.85,937.55,944.05,944.1,945.45,1614741,1526662167,67623,70.99
Share28,12-May-17,944.1,953,966,951.45,965.45,964.25,959.75,5489998,5269035238,111297,74.5
Share28,15-May-17,964.25,963.5,963.5,949.1,953.25,951.55,951.49,3648582,3471579745,75335,83.67
Share29,2-May-17,299.65,301.85,304,290.05,292.65,292.4,296.84,280654,83310648.65,5715,46.96
Share29,3-May-17,292.4,288.5,295,283.15,293.55,292.9,289.87,878280,254589900.6,8502,65.87
Share29,4-May-17,292.9,290,293,282.1,284.7,285.9,286.08,217441,62206559.7,2840,58.65
Share29,5-May-17,285.9,287,290,277.05,277.95,277.95,281.46,89806,25277086.85,2073,49.8
Share29,8-May-17,277.95,279.25,285.85,279.25,282.6,283.2,282.85,103190,29187502.5,1945,38.11
Share29,9-May-17,283.2,283.2,284.6,280.05,280.8,281.2,282.51,63254,17869691.8,3037,63.64
Share29,10-May-17,281.2,280.05,284.85,280,280.1,280.45,281.69,73110,20594125.7,3256,61.7
Share29,11-May-17,280.45,280.75,285.8,280.25,283.5,284,283.37,179284,50804413.95,6895,62.56
Share29,12-May-17,284,284,286.45,280.5,280.95,282.15,283.48,76215,21605178.5,3613,49.08
Share29,15-May-17,282.15,282,283,278,282.95,282.15,280.77,56998,16003447.3,2689,52.25
Share30,2-May-17,598.05,607.5,608,581,590,589.75,591.14,122420,72367095.6,4456,69.03
Share30,3-May-17,589.75,590.1,600,557.4,562.05,564.1,570.77,251082,143311144.4,4630,78.67
Share30,4-May-17,564.1,570.35,572,543,546.25,548,550.95,150412,82869296.4,4584,63.44
Share30,5-May-17,548,549.7,551.95,532.9,534.05,536.85,542.35,64951,35226016.3,2942,53.16
Share30,8-May-17,536.85,538,548.85,537.9,541,541.05,543.06,30095,16343314.1,1215,35.96
Share30,9-May-17,541.05,546.9,551,541.95,544,546.3,545.26,48847,26634134.5,2628,44.82
Share30,10-May-17,546.3,550,564,542.95,545,549.6,554.2,109738,60816907.75,4954,45.89
Share30,11-May-17,549.6,552.95,564,550.35,564,560.2,558.23,125493,70054509,5317,70.65
Share30,12-May-17,560.2,561,561,548.05,550,552.25,552.33,45487,25123960.25,2124,60.89
Share30,15-May-17,552.25,553,562.5,550,557,557.25,557.27,61360,34194349.85,1684,73.24
Share31,2-May-17,195.1,193.05,198.65,193.05,196,197.85,196.46,61634,12108550.8,2596,80.67
Share31,3-May-17,197.85,196.05,197.85,195,195.4,196.4,196.61,34512,6785505.2,1874,75.66
Share31,4-May-17,196.4,196.05,196.15,192.8,194,193.8,194.26,30349,5895533.75,843,79.21
Share31,5-May-17,193.8,193.4,196,192.25,192.75,193,193.54,24529,4747273.7,612,49.21
Share31,8-May-17,193,196,196,192.85,193.8,193.95,194.1,10875,2110828.45,305,73.74
Share31,9-May-17,193.95,195.7,197.05,194.1,195.15,195.85,196.01,86490,16952755.55,3408,77.16
Share31,10-May-17,195.85,196,200,193,195.35,197.4,197.1,68339,13469949.75,1765,30.72
Share31,11-May-17,197.4,197.5,197.5,192.8,193,193.3,193.92,181252,35148027.8,720,12.86
Share31,12-May-17,193.3,193,195.35,190.65,194,194.3,192.7,83112,16015296.5,693,88.47
Share31,15-May-17,194.3,194.3,195.75,192.5,193.4,193.4,194.77,28452,5541647.65,1921,81.41
Share32,2-May-17,974.75,967.55,991.9,955.05,990.75,981.95,973.53,27961,27220828.15,1519,58.37
Share32,3-May-17,981.95,981.95,993,973.2,983.1,989.65,986.68,21908,21616271.75,2861,46.65
Share32,4-May-17,989.65,974,1006.3,974,987.8,995.45,995.49,37072,36904672.25,3173,37.72
Share32,5-May-17,995.45,1004.45,1008.45,986.05,998.95,997.8,997.65,23375,23319970.5,1484,51.57
Share32,8-May-17,997.8,1001,1008,987,992.05,999.25,998.2,25685,25638791.9,1716,63.93
Share32,9-May-17,999.25,992.75,1020.2,991.1,1006,1015.75,1006.64,34740,34970682.8,4123,51.17
Share32,10-May-17,1015.75,1016,1033.3,1014.05,1025,1024.5,1026.13,27195,27905563.1,3222,49.01
Share32,11-May-17,1024.5,1025,1099,1018.1,1055.3,1053.3,1052.24,78533,82635817.75,7349,50.64
Share32,12-May-17,1053.3,1065,1119,1055.5,1061.3,1071.55,1086.02,83639,90833355.5,8143,35
Share32,15-May-17,1071.55,1105,1196,1105,1122,1118.75,1138.95,351094,399879792.1,27380,30.22
Share33,2-May-17,400,401,404.05,389.5,390.7,392.2,393.06,41912,16474045.6,1792,52.63
Share33,3-May-17,392.2,392.2,392.2,375.05,375.15,376.15,382.16,100312,38335439,5631,64.26
Share33,4-May-17,376.15,379.55,387.9,375.25,381,380.2,381.3,54835,20908503.1,3236,61.78
Share33,5-May-17,380.2,380.2,383.25,375,376.7,377,378.57,89063,33716828.2,3020,79.31
Share33,8-May-17,377,379.9,379.9,369.05,371,370.7,370.79,709229,262974296.3,5620,80.24
Share33,9-May-17,370.7,374,378,369.65,370.55,371.25,371.17,557498,206928368,2281,95.06
Share33,10-May-17,371.25,374,384.3,372.85,376.2,378.15,379.76,111946,42512169.8,5898,49.77
Share33,11-May-17,378.15,375.05,381.8,375.05,377,377.7,378.62,24726,9361860.15,1157,54.89
Share33,12-May-17,377.7,377.65,381.95,365,367,366.85,373.77,107876,40321245.1,6806,63.53
Share33,15-May-17,366.85,367.1,392,367.1,389.8,384.9,377.75,91255,34471552.55,3846,60.65
Share34,2-May-17,901.95,902.05,919.9,901,916,917.9,912.08,2570563,2344571096,37792,72.08
Share34,3-May-17,917.9,920.05,922,913.8,916,916.95,917.39,1012552,928900972.5,41098,62.74
Share34,4-May-17,916.95,917.25,918,900.45,907.5,905.45,905.4,1503426,1361196099,39601,61.74
Share34,5-May-17,905.45,908.95,912,900.25,907.5,908.3,908.74,2195801,1995417680,46525,79.11
Share34,8-May-17,908.3,907.5,910,900,910,907.35,906.27,1067991,967884938.8,18207,69.81
Share34,9-May-17,907.35,910,911.35,905.4,907.6,906.85,908.11,583372,529763226.5,20211,58.1
Share34,10-May-17,906.85,911,929.65,911,929,927.65,923.71,1940601,1792560044,32439,53.98
Share34,11-May-17,927.65,933.05,940.5,930.55,933.55,936.8,936.06,2200001,2059338489,48680,68.78
Share34,12-May-17,936.8,940,962,937.55,954,954.65,951.71,4308505,4100435306,41736,70.1
Share34,15-May-17,954.65,955,981.45,954.4,970,973.3,974.48,4155827,4049752555,63269,72.44
Share35,2-May-17,93.45,93.35,94.7,93.35,93.95,94,93.91,3138219,294696047.6,20678,77.72
Share35,3-May-17,94,94.35,94.5,93,93.1,93.3,93.31,1594974,148831481.1,7330,61.64
Share35,4-May-17,93.3,94,94,92.5,92.75,92.8,93.15,2477414,230759324.6,19553,68.14
Share35,5-May-17,92.8,92.8,93,90.55,90.65,90.8,91.4,3371031,308114183.3,17776,69.6
Share35,8-May-17,90.8,91.5,91.7,89.5,90,90,90.2,2719137,245258680.8,22828,73.77
Share35,9-May-17,90,90.75,96.1,90.4,95.25,95.35,93.97,6393616,600829558,26859,54.04
Share35,10-May-17,95.35,95.75,97.9,94.05,96.85,96.95,96.38,4686986,451742081.4,23403,46.78
Share35,11-May-17,96.95,97.1,97.35,95.3,95.7,95.7,96.14,2193877,210915457.8,14375,62.42
Share35,12-May-17,95.7,95,95.35,92.6,94,93.9,93.85,2111018,198117279.7,12037,52.26
Share35,15-May-17,93.9,94.15,96.75,93.2,96.15,96.1,94.94,3144720,298565562.3,11803,53.91
Share37,2-May-17,655.9,656.3,661.85,647.05,655,655.15,654.15,337817,220981753.5,9017,45.07
Share37,3-May-17,655.15,649,655.15,638.65,642.55,643.1,645.16,664126,428466350.1,13066,62.27
Share37,4-May-17,643.1,644.8,648.05,637.35,638.8,639.45,640.73,273091,174978659.1,7270,54.64
Share37,5-May-17,639.45,639.45,641.75,609.35,619.5,618.2,624.47,441062,275432000.7,9822,47.96
Share37,8-May-17,618.2,615,632.1,606.65,629.5,629.05,624.46,481987,300981345,11965,48.18
Share37,9-May-17,629.05,630,634.5,624.25,624.3,626.9,628.92,228354,143617186.8,2781,73.72
Share37,10-May-17,626.9,626,647,626,640.5,643.15,638.02,464654,296458501.5,7191,58.04
Share37,11-May-17,643.15,642.5,659.7,639.05,653.65,653.05,652.5,609049,397404112.8,10976,46.85
Share37,12-May-17,653.05,652.5,654.95,642,645.1,645.95,647.06,230893,149401307,7892,59.61
Share37,15-May-17,645.95,645,680,644.95,678.6,676.7,669.65,953319,638393248.3,24724,37.1
Share38,2-May-17,478.55,483.2,484.95,470,478,484,480.29,35425,17014277.15,2552,80.13
Share38,3-May-17,484,476.7,489,475.1,480,479.45,482.44,13810,6662528.9,667,60.29
Share38,4-May-17,479.45,476.75,488.9,476.75,480.05,481.65,484.82,18470,8954562.9,983,62.44
Share38,5-May-17,481.65,486.45,486.45,459.95,467.8,465.6,472.23,27041,12769658.6,744,64.49
Share38,8-May-17,465.6,470,483,467.2,477,477.65,478.4,18571,8884346.05,677,70.81
Share38,9-May-17,477.65,474,485,464.7,468.75,469.65,471.68,43823,20670215.65,3390,43.88
Share38,10-May-17,469.65,475,488,470,477.2,480.5,480.22,47239,22685058.55,1248,58.34
Share38,11-May-17,480.5,477.2,484.4,474.7,475,476.85,479.89,31024,14888071.7,1569,63.24
Share38,12-May-17,476.85,475.2,480.85,470.1,472.05,472.85,474.58,28887,13709124.65,2924,47.58
Share38,15-May-17,472.85,472.85,484.55,471.3,473.65,474.15,476.01,38627,18386821.3,1284,52.67
Share39,2-May-17,687.3,692.5,693.9,678,685,687.75,688.19,209512,144183879.3,9801,72.27
Share39,3-May-17,687.75,695,695,676,685,688.1,683.4,88771,60666370.35,5127,62.29
Share39,4-May-17,688.1,686,688.15,678,678.1,681.15,681.61,161796,110282411.9,7558,87.58
Share39,5-May-17,681.15,691,691,673.7,677,679.05,676.29,249435,168690330.9,1324,91.93
Share39,8-May-17,679.05,679.05,689.85,679.05,688.55,686.55,686.4,93617,64258644.3,5655,71.18
Share39,9-May-17,686.55,689,709.95,683.55,705,705.1,702.26,300850,211273801.4,8456,50.03
Share39,10-May-17,705.1,705.1,721.35,705.1,714.65,716.55,715.55,232833,166604618.9,14219,67.53
Share39,11-May-17,716.55,719.95,725,714,720,721,719.6,188122,135373376.8,8429,65.32
Share39,12-May-17,721,718,720,703,707,708.1,711.25,62290,44303548.1,4494,77.58
Share39,15-May-17,708.1,715,716.35,696.7,699.95,702.2,706.35,165862,117157202.8,7654,73.66
Share40,2-May-17,768.65,771.5,784.85,763,765,771.25,770.06,353907,272529824.8,4461,79.91
Share40,3-May-17,771.25,771.85,773,753.95,758,756.8,763.19,73688,56237749.25,2913,62.15
Share40,4-May-17,756.8,761,762.9,737.4,749.5,747.55,748.87,102746,76943402.75,4657,57.91
Share40,5-May-17,747.55,748,748.05,734,742,741.95,740.07,237022,175413762,1819,87.14
Share40,8-May-17,741.95,741.35,755,740.5,755,748.95,748.46,65994,49393584.35,3228,56.58
Share40,9-May-17,748.95,754.9,759.9,745.1,748.1,747.65,753.25,58011,43696690.15,2025,69.58
Share40,10-May-17,747.65,752.95,768.95,743.35,760,758.95,759.46,129320,98213741.2,9767,64.09
Share40,11-May-17,758.95,754.45,759.4,748.2,758.4,754.5,753.23,88268,66485796.5,1895,73.72
Share40,12-May-17,754.5,759,759,745.15,752,752.6,752.36,55506,41760592.55,2245,52.95
Share40,15-May-17,752.6,750.05,756.8,745.5,751.45,754.3,751.95,32320,24302896.35,1648,65.08
Share41,2-May-17,334.1,333,338.5,325,337.9,335.65,332.63,27016,8986279.1,2545,59.28
Share41,3-May-17,335.65,335,338.75,320.4,324.85,324.25,326.06,44683,14569222.9,1580,60.92
Share41,4-May-17,324.25,328.6,328.6,321.7,327,326.45,325.23,15157,4929512.05,946,51.92
Share41,5-May-17,326.45,329.7,336.45,322.65,326.5,325.6,330.47,34260,11321824.45,1195,31.9
Share41,8-May-17,325.6,328.1,333.05,324,325,325.9,327.55,12190,3992790.75,585,44.6
Share41,9-May-17,325.9,326,328,321.15,324.2,323.4,323.65,217559,70413394.75,845,96.47
Share41,10-May-17,323.4,325,340,324.25,340,338.25,334.65,229497,76801884.9,4564,58.81
Share41,11-May-17,338.25,342.7,350,340.05,342.5,342.55,345.67,152836,52830204.45,3497,49.97
Share41,12-May-17,342.55,344,344.75,331.75,332.9,332.95,335.81,65342,21942574.45,2775,71.93
Share41,15-May-17,332.95,336.15,345,333,345,342.7,340.74,44779,15257814.85,2088,59.4
Share42,2-May-17,289.75,290.25,292.5,287.1,288.35,288.3,289.61,9754789,2825042356,79720,33.08
Share42,3-May-17,288.3,289.4,293.2,285.8,289.4,289.8,289.52,13950914,4039031437,86140,34.09
Share42,4-May-17,289.8,294,300,293.1,299.8,299.05,296.49,24534923,7274385483,141660,31.16
Share42,5-May-17,299.05,301,304.9,292.15,295.95,296,299.21,34756331,10399339848,192131,25.98
Share42,8-May-17,296,296.1,300.75,293.9,298.8,299.4,298.68,11560550,3452853120,87129,30.25
Share42,9-May-17,299.4,300.9,300.9,295.25,296.4,296.5,297.18,7843574,2330960277,52271,20.64
Share42,10-May-17,296.5,297,298.15,293,294.85,294.45,295.51,8699405,2570749676,54706,27.75
Share42,11-May-17,294.45,295.9,299.4,294.45,297.7,298.1,297.34,11934889,3548713673,75103,42.9
Share42,12-May-17,298.1,300,302.6,296,297.85,297.9,299.11,13376269,4000935126,80897,31.3
Share42,15-May-17,297.9,298.4,302,297.5,300.85,301.4,300.31,10383539,3118314961,85232,40.96
Share43,2-May-17,499.8,505,541.9,505,521.95,522.15,526.37,166418,87597862.15,4775,32.92
Share43,3-May-17,522.15,526.7,538,516.6,517,518.6,526.05,78170,41121453.8,2762,69.65
Share43,4-May-17,518.6,521.85,526.85,515,518.9,519.45,520.53,23748,12361619.5,1805,73.53
Share43,5-May-17,519.45,520,520,508.4,512.75,511.25,514.58,20265,10428013.8,832,62.21
Share43,8-May-17,511.25,516.95,527.7,511,519,518.5,520.01,15590,8106937.1,671,45.17
Share43,9-May-17,518.5,522.4,527.55,517.15,521.05,521.2,522.17,11179,5837369.35,537,56.38
Share43,10-May-17,521.2,525.7,539.5,521.2,537,535.8,532.38,54867,29210207.75,2000,44.43
Share43,11-May-17,535.8,539.95,542,531,531,532.35,534.84,20131,10766893.2,723,58.99
Share43,12-May-17,532.35,531,560,529.3,541,543.3,547.27,108357,59300963.35,4329,26.95
Share43,15-May-17,543.3,546.8,551,538.05,539,542.1,545.59,32916,17958800.9,1952,46.89
Share44,2-May-17,1771.4,1780.9,1799.8,1756.9,1775,1768.6,1777.58,132513,235552798.4,8715,13.57
Share44,3-May-17,1768.6,1779.9,1793,1765.35,1765.35,1773.15,1780.84,101466,180694283.6,4902,35.77
Share44,4-May-17,1773.15,1772.1,1786.35,1739.7,1756.9,1749.1,1759.8,89584,157650192.6,6724,38.21
Share44,5-May-17,1749.1,1767.4,1785,1744.7,1758,1757.25,1767.9,109111,192897626.5,8939,21.61
Share44,8-May-17,1757.25,1759.15,1774,1731.5,1750,1739.35,1752.34,76182,133496633.8,6286,20.18
Share44,9-May-17,1739.35,1750,1775,1736.05,1772.1,1761.6,1752.05,83855,146918358.2,4599,26.48
Share44,10-May-17,1761.6,1769.2,1788.95,1713.9,1778.25,1779.7,1779.37,119076,211880557.9,6049,35.43
Share44,11-May-17,1779.7,1797.95,1817.95,1767.05,1771.25,1776.95,1791.76,143410,256955922.7,8976,28.76
Share44,12-May-17,1776.95,1785,1795,1755,1765.5,1766.8,1772.59,71168,126151406.3,6318,22.82
Share44,15-May-17,1766.8,1767,1810,1767,1806,1802.2,1792.66,114845,205877743.7,7889,21.93
Share45,2-May-17,146.95,148.75,154.95,148.4,154.85,154.5,152.57,1689015,257684911,18925,47.99
Share45,3-May-17,154.5,155,161.9,154.85,159.6,159.65,158.89,2048681,325522981.4,18656,60.74
Share45,4-May-17,159.65,160.5,160.75,156.1,157.45,157.5,158.2,1037502,164128888.5,15357,70.17
Share45,5-May-17,157.5,158.65,158.65,152.2,154.55,154.2,154.2,609387,93967634.25,13348,47.99
Share45,8-May-17,154.2,155.35,157.5,152.5,157.35,156.1,154.46,606257,93640971,9847,72.17
Share45,9-May-17,156.1,156.9,159.7,155.55,156.7,157.1,157.41,693926,109229387.6,7485,63.06
Share45,10-May-17,157.1,157.85,157.85,153,154,154.2,154.72,424362,65659339.2,6249,56.61
Share45,11-May-17,154.2,155,156.5,153,153.4,153.65,154.68,352224,54481226.65,6550,60.17
Share45,12-May-17,153.65,153.8,156.35,151.4,155.1,154.6,153.26,408313,62577950.2,8933,61.28
Share45,15-May-17,154.6,155,161.15,154.2,159.45,159.7,158.63,1056548,167595602.4,15293,54.76
Share46,2-May-17,4320.4,4419,4419,4272.05,4339,4326.4,4342.1,770,3343414.4,296,53.64
Share46,3-May-17,4326.4,4330,4449,4190,4229,4290.25,4378.19,2604,11400800.4,525,75
Share46,4-May-17,4290.25,4097,4377.95,4068.55,4350,4221.6,4175.54,4363,18217861.05,1387,40.68
Share46,5-May-17,4221.6,4300,4300,4202,4259.95,4275.45,4256.02,862,3668692.55,324,54.64
Share46,8-May-17,4275.45,4287.4,4336.05,4233.05,4245,4267.9,4281.49,1049,4491278.25,328,61.01
Share46,9-May-17,4267.9,4225,4268.95,4151,4177,4171.5,4198.41,1114,4677030.2,301,67.06
Share46,10-May-17,4171.5,4182.8,4238,3706.8,4220,4137.55,3942.69,15975,62984441.05,3361,43.89
Share46,11-May-17,4137.55,4141.05,4220.05,4077,4077,4126.45,4129.37,3519,14531255.15,795,85
Share46,12-May-17,4126.45,4126.45,4126.45,4050,4098,4089.3,4081.95,1128,4604440.4,413,53.19
Share46,15-May-17,4089.3,4040.9,4126,4012,4050,4067.5,4059.52,666,2703638.4,261,39.94
Share47,2-May-17,1600.7,1592,1602,1573.7,1599.95,1598.85,1595.1,52127,83148013.95,6367,71.67
Share47,3-May-17,1598.85,1590.05,1600,1576,1595.6,1599.05,1599.08,30272,48407343.75,920,70.91
Share47,4-May-17,1599.05,1599.95,1601.2,1588,1590,1593.85,1596.33,13217,21098725.85,2019,70.01
Share47,5-May-17,1593.85,1591.1,1594.85,1556.35,1557.25,1566.65,1577.21,22743,35870554.1,1116,72.75
Share47,8-May-17,1566.65,1544.1,1570.9,1519.35,1520.3,1534,1541.32,61039,94080930,3782,70.53
Share47,9-May-17,1534,1533.35,1534.9,1500,1502,1518.15,1518.06,35027,53172955.05,1668,67.36
Share47,10-May-17,1518.15,1515,1520.95,1500,1519.9,1519.75,1518.91,51709,78541324.7,2865,78.87
Share47,11-May-17,1519.75,1525,1529.65,1511.55,1519.9,1519.5,1519.33,17747,26963567.7,1825,73.9
Share47,12-May-17,1519.5,1523.95,1524.9,1498,1509,1503.95,1510.81,13378,20211557.45,915,68.34
Share47,15-May-17,1503.95,1514.1,1524,1493.55,1505.1,1513.6,1501.74,24184,36317997.15,2503,74.57
Share48,2-May-17,390.4,390,404.4,386.35,402.5,401.55,396.65,45220,17936311.15,2038,68.46
Share48,3-May-17,401.55,403.15,409.7,395.4,398.3,401.8,402.54,38824,15628106.05,1996,59.6
Share48,4-May-17,401.8,404.85,406.05,398.25,401.5,403.1,403.72,16566,6687990.1,1392,54.62
Share48,5-May-17,403.1,400,405.9,395,398.3,402.5,400.68,15118,6057482.7,713,46.45
Share48,8-May-17,402.5,406,409.85,397.15,402.25,406,403.7,12619,5094257.65,480,61.58
Share48,9-May-17,406,401.5,410,401.05,409.3,408.65,405.89,16006,6496734.65,906,53.89
Share48,10-May-17,408.65,409.85,409.85,403,407,407.75,406.5,11503,4675970.45,458,51.48
Share48,11-May-17,407.75,407.75,407.75,398.55,404,404.35,403.66,23325,9415444.4,2567,52.75
Share48,12-May-17,404.35,407.05,408,396.8,408,406,401.55,28533,11457512.4,1989,46.22
Share48,15-May-17,406,407.5,410.85,401.25,410.85,407.8,405.85,17919,7272358.8,489,64.15
Share49,2-May-17,190.4,191.3,193.25,189.35,190.9,190.4,191.23,676757,129413175.8,5668,58.87
Share49,3-May-17,190.4,190.9,191.35,187.45,188.1,188.6,188.83,358369,67669584.55,4842,47.47
Share49,4-May-17,188.6,189,206,188.5,205.15,203,199.81,2595866,518672033.5,18450,37.11
Share49,5-May-17,203,206.05,212.85,201,205.5,204.75,207.49,3827115,794076623.4,29718,27.11
Share49,8-May-17,204.75,205.9,210.65,203.85,207.5,207.9,208.35,1253656,261200661,10240,29.08
Share49,9-May-17,207.9,210,212.9,208.85,211.4,211.1,210.85,991159,208988554.7,10858,26.54
Share49,10-May-17,211.1,211.4,213.4,209.15,212,211.75,211.66,880106,186285366.9,7454,36.86
Share49,11-May-17,211.75,213,213.7,208,209.1,209.15,210.34,766690,161267187.8,6006,53.46
Share49,12-May-17,209.15,209.3,209.7,204.9,207.4,206.9,206.27,670019,138204328.2,5169,31.16
Share49,15-May-17,206.9,207.5,211,206.35,209.95,209.95,209.32,554545,116074921.9,5248,33.48
Share50,2-May-17,1298.45,1290.05,1337.35,1289.95,1326.4,1326.1,1314.38,24714,32483495.05,1766,73.66
Share50,3-May-17,1326.1,1338.25,1343.95,1300.25,1332,1329.6,1319.38,14417,19021572.2,1561,64.4
Share50,4-May-17,1329.6,1339.95,1344.9,1315,1315,1322.65,1330.98,39906,53114119.7,3022,84.47
Share50,5-May-17,1322.65,1305.05,1338.45,1305.05,1325,1321.55,1326.31,6793,9009645.05,1028,63.04
Share50,8-May-17,1321.55,1323.05,1347,1321.95,1328,1328.15,1332.69,13131,17499520.15,1661,64.7
Share50,9-May-17,1328.15,1337.9,1338,1300,1326.05,1323.15,1314.07,36305,47707455.3,1427,87.06
Share50,10-May-17,1323.15,1330,1347,1330,1335.3,1338.9,1341.1,14541,19500985.6,1665,79
Share50,11-May-17,1338.9,1326.05,1349.85,1313.6,1330,1329.9,1325.6,38961,51646632.3,1566,63.54
Share50,12-May-17,1329.9,1341,1341,1310.1,1310.15,1315.05,1322.84,7526,9955711.85,2413,68.59
Share50,15-May-17,1315.05,1325.05,1340,1325,1333.9,1330.3,1334.98,15728,20996488.1,1101,73.33
